texto,categoria_original,cluster
método de escola,educacao,0
escola método,educacao,0
sistema de escola,educacao,4
escola sistema,educacao,4
programa de escola,educacao,3
escola programa,educacao,3
projeto de escola,educacao,6
escola projeto,educacao,6
processo de escola,educacao,3
escola processo,educacao,3
abordagem de escola,educacao,6
escola abordagem,educacao,6
escola e ensino,educacao,6
escola e pedagogia,educacao,6
escola e desenvolvimento,educacao,6
escola e aula,educacao,6
escola e formação,educacao,6
universidade,educacao,6
método de universidade,educacao,0
universidade método,educacao,0
sistema de universidade,educacao,4
universidade sistema,educacao,4
programa de universidade,educacao,3
universidade programa,educacao,3
projeto de universidade,educacao,6
universidade projeto,educacao,6
processo de universidade,educacao,3
universidade processo,educacao,3
abordagem de universidade,educacao,6
universidade abordagem,educacao,6
universidade e aprendizagem,educacao,6
universidade e ensino,educacao,6
universidade e conhecimento,educacao,6
universidade e pedagogia,educacao,6
universidade e desenvolvimento,educacao,8
ensino,educacao,6
método de ensino,educacao,0
ensino método,educacao,0
sistema de ensino,educacao,4
ensino sistema,educacao,4
programa de ensino,educacao,3
ensino programa,educacao,3
projeto de ensino,educacao,6
ensino projeto,educacao,6
processo de ensino,educacao,3
ensino processo,educacao,3
abordagem de ensino,educacao,6
ensino abordagem,educacao,6
ensino e aluno,educacao,6
ensino e desenvolvimento,educacao,8
ensino e aula,educacao,6
ensino e escola,educacao,6
ensino e curso,educacao,6
aprendizagem,educacao,8
método de aprendizagem,educacao,0
aprendizagem método,educacao,0
sistema de aprendizagem,educacao,4
aprendizagem sistema,educacao,4
programa de aprendizagem,educacao,3
aprendizagem programa,educacao,3
projeto de aprendizagem,educacao,8
aprendizagem projeto,educacao,8
processo de aprendizagem,educacao,3
aprendizagem processo,educacao,3
abordagem de aprendizagem,educacao,8
aprendizagem abordagem,educacao,8
aprendizagem e curso,educacao,3
aprendizagem e capacitação,educacao,8
aprendizagem e ensino,educacao,6
aprendizagem e educação,educacao,8
aprendizagem e pedagogia,educacao,8
professor,educacao,5
método de professor,educacao,0
professor método,educacao,0
sistema de professor,educacao,4
professor sistema,educacao,4
programa de professor,educacao,3
professor programa,educacao,3
projeto de professor,educacao,6
professor projeto,educacao,0
processo de professor,educacao,3
professor processo,educacao,3
abordagem de professor,educacao,3
professor abordagem,educacao,5
professor e escola,educacao,6
professor e treinamento,educacao,8
professor e ensino,educacao,6
professor e aluno,educacao,6
professor e capacitação,educacao,8
aluno,educacao,5
método de aluno,educacao,0
aluno método,educacao,0
sistema de aluno,educacao,4
aluno sistema,educacao,4
programa de aluno,educacao,3
aluno programa,educacao,3
projeto de aluno,educacao,0
aluno projeto,educacao,0
processo de aluno,educacao,3
aluno processo,educacao,3
abordagem de aluno,educacao,0
aluno abordagem,educacao,0
aluno e treinamento,educacao,0
aluno e desenvolvimento,educacao,6
aluno e conhecimento,educacao,0
aluno e aula,educacao,6
aluno e educação,educacao,6
curso,educacao,1
método de curso,educacao,0
curso método,educacao,0
sistema de curso,educacao,4
curso sistema,educacao,4
programa de curso,educacao,3
curso programa,educacao,3
projeto de curso,educacao,6
curso projeto,educacao,6
processo de curso,educacao,3
curso processo,educacao,3
abordagem de curso,educacao,3
curso abordagem,educacao,1
curso e aprendizagem,educacao,3
curso e conhecimento,educacao,6
curso e professor,educacao,1
curso e universidade,educacao,6
aula,educacao,5
método de aula,educacao,0
aula método,educacao,0
sistema de aula,educacao,4
aula sistema,educacao,4
programa de aula,educacao,3
aula programa,educacao,3
projeto de aula,educacao,6
aula projeto,educacao,6
processo de aula,educacao,3
aula processo,educacao,3
abordagem de aula,educacao,6
aula abordagem,educacao,5
aula e curso,educacao,6
aula e escola,educacao,6
aula e treinamento,educacao,6
aula e universidade,educacao,6
pedagogia,educacao,5
método de pedagogia,educacao,0
pedagogia método,educacao,0
sistema de pedagogia,educacao,4
pedagogia sistema,educacao,4
programa de pedagogia,educacao,3
pedagogia programa,educacao,3
projeto de pedagogia,educacao,8
pedagogia projeto,educacao,6
processo de pedagogia,educacao,3
pedagogia processo,educacao,3
abordagem de pedagogia,educacao,8
pedagogia abordagem,educacao,8
pedagogia e curso,educacao,6
pedagogia e educação,educacao,8
pedagogia e ensino,educacao,6
pedagogia e treinamento,educacao,8
pedagogia e aluno,educacao,6
didática,educacao,5
método de didática,educacao,0
didática método,educacao,0
sistema de didática,educacao,4
didática sistema,educacao,4
programa de didática,educacao,3
didática programa,educacao,3
projeto de didática,educacao,0
didática projeto,educacao,0
processo de didática,educacao,3
didática processo,educacao,3
abordagem de didática,educacao,0
didática abordagem,educacao,0
didática e treinamento,educacao,8
didática e aprendizagem,educacao,8
didática e desenvolvimento,educacao,8
didática e educação,educacao,8
conhecimento,educacao,0
método de conhecimento,educacao,0
conhecimento método,educacao,0
sistema de conhecimento,educacao,8
conhecimento sistema,educacao,4
programa de conhecimento,educacao,8
conhecimento programa,educacao,8
projeto de conhecimento,educacao,8
conhecimento projeto,educacao,8
processo de conhecimento,educacao,3
conhecimento processo,educacao,3
abordagem de conhecimento,educacao,8
conhecimento abordagem,educacao,8
conhecimento e curso,educacao,6
conhecimento e didática,educacao,0
conhecimento e escola,educacao,6
conhecimento e aluno,educacao,0
conhecimento e formação,educacao,8
educação,educacao,8
método de educação,educacao,8
educação método,educacao,8
sistema de educação,educacao,4
educação sistema,educacao,4
programa de educação,educacao,3
educação programa,educacao,3
projeto de educação,educacao,8
educação projeto,educacao,8
processo de educação,educacao,3
educação processo,educacao,3
abordagem de educação,educacao,8
educação abordagem,educacao,8
educação e conhecimento,educacao,8
educação e universidade,educacao,6
educação e aprendizagem,educacao,8
educação e desenvolvimento,educacao,8
educação e curso,educacao,8
formação,educacao,0
método de formação,educacao,0
formação método,educacao,0
sistema de formação,educacao,4
formação sistema,educacao,4
programa de formação,educacao,3
formação programa,educacao,3
projeto de formação,educacao,0
formação projeto,educacao,0
processo de formação,educacao,3
formação processo,educacao,3
abordagem de formação,educacao,0
formação abordagem,educacao,0
formação e ensino,educacao,6
formação e aula,educacao,6
formação e conhecimento,educacao,8
formação e aprendizagem,educacao,8
formação e escola,educacao,6
capacitação,educacao,8
método de capacitação,educacao,8
capacitação método,educacao,0
sistema de capacitação,educacao,4
capacitação sistema,educacao,4
programa de capacitação,educacao,3
capacitação programa,educacao,3
projeto de capacitação,educacao,8
capacitação projeto,educacao,8
processo de capacitação,educacao,3
capacitação processo,educacao,3
abordagem de capacitação,educacao,8
capacitação abordagem,educacao,8
capacitação e professor,educacao,8
capacitação e educação,educacao,8
capacitação e conhecimento,educacao,8
capacitação e curso,educacao,8
capacitação e aula,educacao,8
treinamento,educacao,0
método de treinamento,educacao,0
treinamento método,educacao,0
sistema de treinamento,educacao,4
treinamento sistema,educacao,4
programa de treinamento,educacao,3
treinamento programa,educacao,3
projeto de treinamento,educacao,8
treinamento projeto,educacao,8
processo de treinamento,educacao,3
treinamento processo,educacao,3
abordagem de treinamento,educacao,8
treinamento abordagem,educacao,8
treinamento e professor,educacao,6
treinamento e aluno,educacao,0
treinamento e didática,educacao,8
treinamento e aprendizagem,educacao,8
treinamento e escola,educacao,6
desenvolvimento,educacao,8
método de desenvolvimento,educacao,8
desenvolvimento método,educacao,0
sistema de desenvolvimento,educacao,8
desenvolvimento sistema,educacao,4
programa de desenvolvimento,educacao,3
desenvolvimento programa,educacao,3
projeto de desenvolvimento,educacao,8
desenvolvimento projeto,educacao,8
processo de desenvolvimento,educacao,8
desenvolvimento processo,educacao,3
abordagem de desenvolvimento,educacao,8
desenvolvimento abordagem,educacao,8
desenvolvimento e curso,educacao,6
desenvolvimento e formação,educacao,8
desenvolvimento e treinamento,educacao,8
desenvolvimento e pedagogia,educacao,8
desenvolvimento e conhecimento,educacao,8
futebol,esporte,5
técnica de futebol,esporte,7
futebol técnica,esporte,7
tática de futebol,esporte,6
futebol tática,esporte,7
estratégia de futebol,esporte,6
futebol estratégia,esporte,6
método de futebol,esporte,0
futebol método,esporte,0
sistema de futebol,esporte,4
futebol sistema,esporte,4
programa de futebol,esporte,3
futebol programa,esporte,3
futebol e equipe,esporte,6
futebol e corrida,esporte,6
futebol e basquete,esporte,2
futebol e condicionamento,esporte,6
futebol e treino,esporte,6
basquete,esporte,2
técnica de basquete,esporte,7
basquete técnica,esporte,7
tática de basquete,esporte,2
basquete tática,esporte,2
estratégia de basquete,esporte,2
basquete estratégia,esporte,2
método de basquete,esporte,0
basquete método,esporte,0
sistema de basquete,esporte,4
basquete sistema,esporte,4
programa de basquete,esporte,3
basquete programa,esporte,3
basquete e treino,esporte,2
basquete e futebol,esporte,2
basquete e competição,esporte,6
basquete e atletismo,esporte,6
basquete e condicionamento,esporte,6
vôlei,esporte,2
técnica de vôlei,esporte,7
vôlei técnica,esporte,7
tática de vôlei,esporte,2
vôlei tática,esporte,2
estratégia de vôlei,esporte,6
vôlei estratégia,esporte,6
método de vôlei,esporte,0
vôlei método,esporte,0
sistema de vôlei,esporte,4
vôlei sistema,esporte,4
programa de vôlei,esporte,3
vôlei programa,esporte,3
vôlei e competição,esporte,6
vôlei e atletismo,esporte,6
vôlei e basquete,esporte,2
vôlei e atleta,esporte,6
vôlei e treino,esporte,6
natação,esporte,5
técnica de natação,esporte,7
natação técnica,esporte,7
tática de natação,esporte,0
natação tática,esporte,5
estratégia de natação,esporte,6
natação estratégia,esporte,6
método de natação,esporte,0
natação método,esporte,0
sistema de natação,esporte,4
natação sistema,esporte,4
programa de natação,esporte,3
natação programa,esporte,3
natação e futebol,esporte,6
natação e técnico,esporte,7
natação e vôlei,esporte,6
natação e equipe,esporte,6
natação e condicionamento,esporte,6
atletismo,esporte,0
técnica de atletismo,esporte,7
atletismo técnica,esporte,7
tática de atletismo,esporte,0
atletismo tática,esporte,0
estratégia de atletismo,esporte,6
atletismo estratégia,esporte,6
método de atletismo,esporte,0
atletismo método,esporte,0
sistema de atletismo,esporte,4
atletismo sistema,esporte,4
programa de atletismo,esporte,3
atletismo programa,esporte,3
atletismo e natação,esporte,6
atletismo e campeonato,esporte,6
atletismo e futebol,esporte,6
atletismo e basquete,esporte,6
atletismo e corrida,esporte,6
corrida,esporte,5
técnica de corrida,esporte,7
corrida técnica,esporte,7
tática de corrida,esporte,2
corrida tática,esporte,5
estratégia de corrida,esporte,6
corrida estratégia,esporte,6
método de corrida,esporte,0
corrida método,esporte,0
sistema de corrida,esporte,4
corrida sistema,esporte,4
programa de corrida,esporte,3
corrida programa,esporte,3
corrida e atletismo,esporte,6
corrida e basquete,esporte,2
corrida e condicionamento,esporte,8
corrida e treino,esporte,6
corrida e futebol,esporte,6
ginástica,esporte,5
técnica de ginástica,esporte,7
ginástica técnica,esporte,7
tática de ginástica,esporte,0
ginástica tática,esporte,5
estratégia de ginástica,esporte,8
ginástica estratégia,esporte,5
método de ginástica,esporte,0
ginástica método,esporte,0
sistema de ginástica,esporte,4
ginástica sistema,esporte,4
programa de ginástica,esporte,3
ginástica programa,esporte,3
ginástica e performance,esporte,5
ginástica e equipe,esporte,6
ginástica e futebol,esporte,6
ginástica e atletismo,esporte,6
ginástica e condicionamento,esporte,8
treino,esporte,5
técnica de treino,esporte,7
treino técnica,esporte,7
tática de treino,esporte,0
treino tática,esporte,5
estratégia de treino,esporte,6
treino estratégia,esporte,6
método de treino,esporte,0
treino método,esporte,0
sistema de treino,esporte,4
treino sistema,esporte,4
programa de treino,esporte,3
treino programa,esporte,3
treino e vôlei,esporte,6
treino e ginástica,esporte,6
treino e basquete,esporte,2
treino e natação,esporte,6
treino e equipe,esporte,6
competição,esporte,6
técnica de competição,esporte,7
competição técnica,esporte,7
tática de competição,esporte,6
competição tática,esporte,6
estratégia de competição,esporte,6
competição estratégia,esporte,6
método de competição,esporte,0
competição método,esporte,0
sistema de competição,esporte,4
competição sistema,esporte,4
programa de competição,esporte,3
competição programa,esporte,3
competição e equipe,esporte,6
competição e vôlei,esporte,6
competição e natação,esporte,6
competição e atleta,esporte,6
jogo,esporte,5
técnica de jogo,esporte,7
jogo técnica,esporte,7
tática de jogo,esporte,0
jogo tática,esporte,5
estratégia de jogo,esporte,6
jogo estratégia,esporte,6
método de jogo,esporte,0
jogo método,esporte,0
sistema de jogo,esporte,4
jogo sistema,esporte,4
programa de jogo,esporte,3
jogo programa,esporte,3
jogo e técnico,esporte,6
jogo e natação,esporte,6
jogo e competição,esporte,6
jogo e equipe,esporte,6
campeonato,esporte,5
técnica de campeonato,esporte,7
campeonato técnica,esporte,7
tática de campeonato,esporte,6
campeonato tática,esporte,2
estratégia de campeonato,esporte,6
campeonato estratégia,esporte,6
método de campeonato,esporte,0
campeonato método,esporte,0
sistema de campeonato,esporte,4
campeonato sistema,esporte,4
programa de campeonato,esporte,3
campeonato programa,esporte,3
campeonato e treino,esporte,6
campeonato e performance,esporte,6
campeonato e futebol,esporte,6
campeonato e condicionamento,esporte,6
campeonato e atleta,esporte,6
atleta,esporte,5
técnica de atleta,esporte,7
atleta técnica,esporte,7
tática de atleta,esporte,6
atleta tática,esporte,5
estratégia de atleta,esporte,6
atleta estratégia,esporte,6
método de atleta,esporte,0
atleta método,esporte,0
sistema de atleta,esporte,4
atleta sistema,esporte,4
programa de atleta,esporte,3
atleta programa,esporte,3
atleta e jogo,esporte,6
atleta e natação,esporte,6
atleta e futebol,esporte,6
atleta e corrida,esporte,6
atleta e ginástica,esporte,6
equipe,esporte,1
técnica de equipe,esporte,7
equipe técnica,esporte,7
tática de equipe,esporte,2
equipe tática,esporte,2
estratégia de equipe,esporte,6
equipe estratégia,esporte,6
método de equipe,esporte,0
equipe método,esporte,0
sistema de equipe,esporte,4
equipe sistema,esporte,4
programa de equipe,esporte,3
equipe programa,esporte,3
equipe e técnico,esporte,7
equipe e jogo,esporte,6
equipe e natação,esporte,6
equipe e atleta,esporte,6
técnico,esporte,7
técnica de técnico,esporte,7
técnico técnica,esporte,7
tática de técnico,esporte,7
técnico tática,esporte,7
estratégia de técnico,esporte,7
técnico estratégia,esporte,7
método de técnico,esporte,7
técnico método,esporte,7
sistema de técnico,esporte,7
técnico sistema,esporte,7
programa de técnico,esporte,7
técnico programa,esporte,7
técnico e competição,esporte,7
técnico e treino,esporte,7
técnico e natação,esporte,7
técnico e corrida,esporte,7
técnico e futebol,esporte,7
performance,esporte,1
técnica de performance,esporte,7
performance técnica,esporte,7
tática de performance,esporte,1
performance tática,esporte,1
estratégia de performance,esporte,3
performance estratégia,esporte,1
método de performance,esporte,0
performance método,esporte,0
sistema de performance,esporte,4
performance sistema,esporte,4
programa de performance,esporte,3
performance programa,esporte,3
performance e campeonato,esporte,6
performance e vôlei,esporte,2
performance e técnico,esporte,7
performance e ginástica,esporte,2
performance e jogo,esporte,2
condicionamento,esporte,0
técnica de condicionamento,esporte,7
condicionamento técnica,esporte,7
tática de condicionamento,esporte,0
condicionamento tática,esporte,0
estratégia de condicionamento,esporte,8
condicionamento estratégia,esporte,8
método de condicionamento,esporte,0
condicionamento método,esporte,0
sistema de condicionamento,esporte,4
condicionamento sistema,esporte,4
programa de condicionamento,esporte,3
condicionamento programa,esporte,3
condicionamento e natação,esporte,6
condicionamento e jogo,esporte,0
condicionamento e basquete,esporte,6
condicionamento e campeonato,esporte,6
condicionamento e treino,esporte,6
história,cultura,5
manifestação de história,cultura,0
história manifestação,cultura,0
expressão de história,cultura,0
história expressão,cultura,0
movimento de história,cultura,0
história movimento,cultura,0
aspecto de história,cultura,0
história aspecto,cultura,0
elemento de história,cultura,0
história elemento,cultura,0
dimensão de história,cultura,0
história dimensão,cultura,0
história e antropologia,cultura,6
história e ritual,cultura,2
história e sociedade,cultura,6
história e tradição,cultura,8
tradição,cultura,8
manifestação de tradição,cultura,8
tradição manifestação,cultura,8
expressão de tradição,cultura,8
tradição expressão,cultura,8
movimento de tradição,cultura,8
tradição movimento,cultura,8
aspecto de tradição,cultura,8
tradição aspecto,cultura,8
elemento de tradição,cultura,8
tradição elemento,cultura,8
dimensão de tradição,cultura,8
tradição dimensão,cultura,8
tradição e filosofia,cultura,8
tradição e memória,cultura,8
tradição e identidade,cultura,8
tradição e sociedade,cultura,8
costume,cultura,2
manifestação de costume,cultura,2
costume manifestação,cultura,0
expressão de costume,cultura,2
costume expressão,cultura,2
movimento de costume,cultura,2
costume movimento,cultura,2
aspecto de costume,cultura,2
costume aspecto,cultura,2
elemento de costume,cultura,2
costume elemento,cultura,2
dimensão de costume,cultura,2
costume dimensão,cultura,0
costume e diversidade,cultura,2
costume e sociedade,cultura,2
costume e sociologia,cultura,2
costume e celebração,cultura,2
costume e história,cultura,2
sociedade,cultura,5
manifestação de sociedade,cultura,0
sociedade manifestação,cultura,0
expressão de sociedade,cultura,0
sociedade expressão,cultura,0
movimento de sociedade,cultura,0
sociedade movimento,cultura,0
aspecto de sociedade,cultura,0
sociedade aspecto,cultura,0
elemento de sociedade,cultura,6
sociedade elemento,cultura,0
dimensão de sociedade,cultura,0
sociedade dimensão,cultura,0
sociedade e história,cultura,6
sociedade e tradição,cultura,8
sociedade e política,cultura,6
sociedade e ritual,cultura,2
sociedade e patrimônio,cultura,6
religião,cultura,0
manifestação de religião,cultura,0
religião manifestação,cultura,0
expressão de religião,cultura,0
religião expressão,cultura,0
movimento de religião,cultura,0
religião movimento,cultura,0
aspecto de religião,cultura,0
religião aspecto,cultura,0
elemento de religião,cultura,0
religião elemento,cultura,0
dimensão de religião,cultura,0
religião dimensão,cultura,0
religião e patrimônio,cultura,0
religião e memória,cultura,0
religião e sociedade,cultura,6
religião e identidade,cultura,8
religião e costume,cultura,2
filosofia,cultura,5
manifestação de filosofia,cultura,0
filosofia manifestação,cultura,0
expressão de filosofia,cultura,0
filosofia expressão,cultura,0
movimento de filosofia,cultura,0
filosofia movimento,cultura,0
aspecto de filosofia,cultura,0
filosofia aspecto,cultura,0
elemento de filosofia,cultura,0
filosofia elemento,cultura,0
dimensão de filosofia,cultura,0
filosofia dimensão,cultura,0
filosofia e ritual,cultura,2
filosofia e patrimônio,cultura,0
filosofia e religião,cultura,6
filosofia e costume,cultura,2
filosofia e memória,cultura,6
política,cultura,5
manifestação de política,cultura,0
política manifestação,cultura,0
expressão de política,cultura,0
política expressão,cultura,0
movimento de política,cultura,0
política movimento,cultura,0
aspecto de política,cultura,0
política aspecto,cultura,0
elemento de política,cultura,0
política elemento,cultura,0
dimensão de política,cultura,0
política dimensão,cultura,0
política e sociedade,cultura,6
política e memória,cultura,8
política e costume,cultura,2
política e sociologia,cultura,8
política e ritual,cultura,2
antropologia,cultura,5
manifestação de antropologia,cultura,5
antropologia manifestação,cultura,5
expressão de antropologia,cultura,0
antropologia expressão,cultura,5
movimento de antropologia,cultura,5
antropologia movimento,cultura,5
aspecto de antropologia,cultura,5
antropologia aspecto,cultura,5
elemento de antropologia,cultura,5
antropologia elemento,cultura,5
dimensão de antropologia,cultura,5
antropologia dimensão,cultura,5
antropologia e política,cultura,5
antropologia e religião,cultura,6
antropologia e identidade,cultura,8
antropologia e diversidade,cultura,8
antropologia e celebração,cultura,8
sociologia,cultura,5
manifestação de sociologia,cultura,8
sociologia manifestação,cultura,0
expressão de sociologia,cultura,8
sociologia expressão,cultura,0
movimento de sociologia,cultura,8
sociologia movimento,cultura,8
aspecto de sociologia,cultura,0
sociologia aspecto,cultura,0
elemento de sociologia,cultura,0
sociologia elemento,cultura,0
dimensão de sociologia,cultura,8
sociologia dimensão,cultura,0
sociologia e costume,cultura,2
sociologia e antropologia,cultura,5
sociologia e política,cultura,8
sociologia e religião,cultura,0
sociologia e história,cultura,8
identidade,cultura,8
manifestação de identidade,cultura,8
identidade manifestação,cultura,8
expressão de identidade,cultura,8
identidade expressão,cultura,8
movimento de identidade,cultura,8
identidade movimento,cultura,8
aspecto de identidade,cultura,8
identidade aspecto,cultura,8
elemento de identidade,cultura,8
identidade elemento,cultura,6
dimensão de identidade,cultura,8
identidade dimensão,cultura,8
identidade e filosofia,cultura,8
identidade e tradição,cultura,8
identidade e sociedade,cultura,8
identidade e história,cultura,8
diversidade,cultura,8
manifestação de diversidade,cultura,8
diversidade manifestação,cultura,8
expressão de diversidade,cultura,8
diversidade expressão,cultura,8
movimento de diversidade,cultura,8
diversidade movimento,cultura,8
aspecto de diversidade,cultura,8
diversidade aspecto,cultura,8
elemento de diversidade,cultura,8
diversidade elemento,cultura,8
dimensão de diversidade,cultura,8
diversidade dimensão,cultura,8
diversidade e tradição,cultura,8
diversidade e identidade,cultura,8
diversidade e antropologia,cultura,8
diversidade e celebração,cultura,8
patrimônio,cultura,0
manifestação de patrimônio,cultura,0
patrimônio manifestação,cultura,0
expressão de patrimônio,cultura,0
patrimônio expressão,cultura,0
movimento de patrimônio,cultura,0
patrimônio movimento,cultura,0
aspecto de patrimônio,cultura,0
patrimônio aspecto,cultura,0
elemento de patrimônio,cultura,0
patrimônio elemento,cultura,0
dimensão de patrimônio,cultura,0
patrimônio dimensão,cultura,0
patrimônio e filosofia,cultura,0
patrimônio e identidade,cultura,8
patrimônio e diversidade,cultura,8
patrimônio e história,cultura,0
patrimônio e costume,cultura,2
memória,cultura,5
manifestação de memória,cultura,0
memória manifestação,cultura,0
expressão de memória,cultura,0
memória expressão,cultura,0
movimento de memória,cultura,0
memória movimento,cultura,0
aspecto de memória,cultura,0
memória aspecto,cultura,0
elemento de memória,cultura,0
memória elemento,cultura,0
dimensão de memória,cultura,0
memória dimensão,cultura,0
memória e tradição,cultura,8
memória e antropologia,cultura,5
memória e diversidade,cultura,8
memória e sociologia,cultura,8
ritual,cultura,5
manifestação de ritual,cultura,0
ritual manifestação,cultura,0
expressão de ritual,cultura,0
ritual expressão,cultura,0
movimento de ritual,cultura,0
ritual movimento,cultura,0
aspecto de ritual,cultura,0
ritual aspecto,cultura,0
elemento de ritual,cultura,0
ritual elemento,cultura,0
dimensão de ritual,cultura,0
ritual dimensão,cultura,0
ritual e filosofia,cultura,2
ritual e tradição,cultura,8
ritual e celebração,cultura,8
ritual e diversidade,cultura,8
ritual e identidade,cultura,8
celebração,cultura,8
manifestação de celebração,cultura,8
celebração manifestação,cultura,8
expressão de celebração,cultura,8
celebração expressão,cultura,8
movimento de celebração,cultura,8
celebração movimento,cultura,8
aspecto de celebração,cultura,8
celebração aspecto,cultura,8
elemento de celebração,cultura,8
celebração elemento,cultura,8
dimensão de celebração,cultura,8
celebração dimensão,cultura,8
celebração e sociologia,cultura,8
celebração e identidade,cultura,8
celebração e filosofia,cultura,8
celebração e memória,cultura,8
celebração e costume,cultura,2
